
# oyster_size.dat

param L :=
    0  5.000000
    1  5.000000
    2  5.000000
    3  5.000000
    4  5.000000
    5  5.000000
    6  5.000000
    7  5.000000
    8  5.000000
    9  5.000000
    10  5.000000
    11  5.000000
    12  5.000000
    13  5.000000
    14  5.000000
    15  5.000000
    16  5.000000
    17  5.000000
    18  5.000000
    19  5.000000
    20  5.000000
    21  5.000000
    22  5.000000
    23  5.000000
    24  5.000000
    25  5.000000
    26  5.000000
    27  5.000000
    28  5.000000
    29  5.000000
    30  5.000000
    31  5.000000
    32  5.000000
    33  5.000000
    34  5.000000
    35  5.000000
    36  5.000000
    37  5.000000
    38  5.000000
    39  5.000000
    40  5.000000
    41  5.000000
    42  5.000000
    43  5.000000
    44  5.000000
    45  5.000000
    46  5.000000
    47  5.000000
    48  5.000000
;

param U :=
    0  50.000000
    1  50.000000
    2  50.000000
    3  50.000000
    4  50.000000
    5  50.000000
    6  50.000000
    7  50.000000
    8  50.000000
    9  50.000000
    10  50.000000
    11  50.000000
    12  50.000000
    13  50.000000
    14  50.000000
    15  50.000000
    16  50.000000
    17  50.000000
    18  50.000000
    19  50.000000
    20  50.000000
    21  50.000000
    22  50.000000
    23  50.000000
    24  50.000000
    25  50.000000
    26  40.000000
    27  40.000000
    28  40.000000
    29  40.000000
    30  40.000000
    31  40.000000
    32  40.000000
    33  40.000000
    34  40.000000
    35  40.000000
    36  40.000000
    37  40.000000
    38  40.000000
    39  40.000000
    40  40.000000
    41  40.000000
    42  40.000000
    43  40.000000
    44  40.000000
    45  40.000000
    46  40.000000
    47  40.000000
    48  40.000000
;

param TotReefSize := 1000.00;

param Sbar := 20;
